ubigeo,distrito,provincia,departamento,area_km2,centroid_lon,centroid_lat,n_facilities,n_active,n_emergency,n_primary,n_uncategorised,n_ccpp,dist_km_nearest_any,dist_km_nearest_emergency,facility_density_per100km2
150405,LACHAQUI,CANTA,LIMA,128.38,-76.611599,-11.555636,2,2,0,2,0,58,1.654,40.463,1.5579
150406,SAN BUENAVENTURA,CANTA,LIMA,107.57,-76.662933,-11.440496,3,3,0,3,0,37,5.387,54.047,2.7889
150407,SANTA ROSA DE QUIVES,CANTA,LIMA,409.5,-76.843136,-11.671049,3,3,0,3,0,78,2.758,33.382,0.7326
150502,ASIA,CAÑETE,LIMA,282.25,-76.511253,-12.796721,4,4,0,4,0,68,5.186,33.799,1.4172
150503,CALANGO,CAÑETE,LIMA,526.89,-76.4546,-12.487065,1,1,0,1,0,56,10.841,59.221,0.1898
150504,CERRO AZUL,CAÑETE,LIMA,120.38,-76.464778,-12.965983,2,2,0,2,0,46,10.654,14.927,1.6614
150505,CHILCA,CAÑETE,LIMA,483.24,-76.629928,-12.429813,8,8,0,4,4,62,13.355,39.593,1.6555
150506,COAYLLO,CAÑETE,LIMA,600.29,-76.406723,-12.658722,1,1,0,1,0,35,21.053,46.191,0.1666
150507,IMPERIAL,CAÑETE,LIMA,52.29,-76.369603,-13.033089,9,9,0,6,3,42,2.042,4.826,17.2117
150508,LUNAHUANA,CAÑETE,LIMA,493.42,-76.117391,-13.019325,1,1,0,1,0,23,6.771,29.159,0.2027
150509,MALA,CAÑETE,LIMA,130.99,-76.601635,-12.653496,11,11,0,9,2,54,2.27,52.321,8.3976
150510,NUEVO IMPERIAL,CAÑETE,LIMA,320.16,-76.258547,-12.960462,8,8,0,6,2,42,8.599,18.322,2.4988
150511,PACARAN,CAÑETE,LIMA,238.41,-76.070449,-12.897895,1,1,0,1,0,10,3.915,38.91,0.4194
150512,QUILMANA,CAÑETE,LIMA,449.0,-76.345269,-12.869556,2,2,0,2,0,41,10.744,23.09,0.4454
150513,SAN ANTONIO,CAÑETE,LIMA,39.35,-76.674155,-12.613217,1,1,0,1,0,32,3.393,50.69,2.5413
150515,SANTA CRUZ DE FLORES,CAÑETE,LIMA,94.41,-76.646184,-12.549933,1,1,0,1,0,25,7.509,47.01,1.0592
150516,ZUÑIGA,CAÑETE,LIMA,129.28,-76.014063,-12.829863,3,3,0,1,2,16,3.475,48.114,2.3205
150601,HUARAL,HUARAL,LIMA,645.66,-77.171101,-11.387096,38,38,1,23,14,107,5.105,13.677,5.8855
150602,ATAVILLOS ALTO,HUARAL,LIMA,345.14,-76.595176,-11.277503,5,5,0,5,0,66,6.9,66.49,1.4487
150603,ATAVILLOS BAJO,HUARAL,LIMA,176.59,-76.761064,-11.346454,4,4,0,4,0,41,4.992,52.374,2.2651
150604,AUCALLAMA,HUARAL,LIMA,719.36,-77.049849,-11.517668,6,6,0,4,2,75,8.274,17.962,0.8341
150605,CHANCAY,HUARAL,LIMA,154.79,-77.291891,-11.500962,14,14,1,9,4,47,1.313,7.02,9.0445
150606,IHUARI,HUARAL,LIMA,474.29,-76.960876,-11.187279,6,6,0,6,0,112,0.903,44.556,1.265
150607,LAMPIAN,HUARAL,LIMA,147.98,-76.863826,-11.247328,2,2,0,2,0,39,2.886,47.559,1.3515
150608,PACARAOS,HUARAL,LIMA,305.69,-76.66483,-11.127135,4,4,0,4,0,73,4.631,65.466,1.3085
150609,SAN MIGUEL DE ACOS,HUARAL,LIMA,41.59,-76.767509,-11.292971,2,2,0,2,0,12,0.701,53.989,4.8088
150610,SANTA CRUZ DE ANDAMARCA,HUARAL,LIMA,216.27,-76.565519,-11.147016,3,3,0,3,0,47,6.493,60.615,1.3872
150611,SUMBILCA,HUARAL,LIMA,236.91,-76.855436,-11.3944,4,4,0,4,0,22,4.224,40.927,1.6884
150612,VEINTISIETE DE NOVIEMBRE,HUARAL,LIMA,206.85,-76.772816,-11.148847,2,2,0,2,0,42,4.867,62.099,0.9669
150701,MATUCANA,HUAROCHIRÍ,LIMA,180.56,-76.379432,-11.816139,1,1,1,0,0,76,2.814,2.981,0.5538
150702,ANTIOQUIA,HUAROCHIRÍ,LIMA,417.51,-76.589104,-12.061545,2,2,0,2,0,46,9.272,18.095,0.479
150703,CALLAHUANCA,HUAROCHIRÍ,LIMA,50.53,-76.575203,-11.813706,1,1,0,1,0,11,5.157,18.576,1.979
150704,CARAMPOMA,HUAROCHIRÍ,LIMA,231.84,-76.383041,-11.639703,1,1,0,1,0,59,13.282,22.484,0.4313
150705,CHICLA,HUAROCHIRÍ,LIMA,235.05,-76.243801,-11.664489,4,4,0,3,1,47,1.566,24.824,1.7018
150706,CUENCA,HUAROCHIRÍ,LIMA,67.54,-76.45692,-12.15653,3,3,0,3,0,34,2.764,35.611,4.4418
150707,HUACHUPAMPA,HUAROCHIRÍ,LIMA,78.8,-76.595799,-11.696853,2,2,0,2,0,17,1.799,28.366,2.5381
150708,HUANZA,HUAROCHIRÍ,LIMA,234.09,-76.443649,-11.561141,2,2,0,2,0,49,6.51,31.892,0.8544
150709,HUAROCHIRI,HUAROCHIRÍ,LIMA,240.39,-76.272569,-12.069457,2,2,0,2,0,72,3.102,27.736,0.832
150710,LAHUAYTAMBO,HUAROCHIRÍ,LIMA,82.0,-76.391881,-12.093284,2,2,0,2,0,28,0.54,27.708,2.439
150711,LANGA,HUAROCHIRÍ,LIMA,76.72,-76.375684,-12.159279,2,2,0,2,0,70,3.09,34.992,2.6069
150712,LARAOS,HUAROCHIRÍ,LIMA,117.36,-76.531692,-11.585168,1,1,0,1,0,28,5.083,32.86,0.8521
150713,MARIATANA,HUAROCHIRÍ,LIMA,168.5,-76.36532,-12.261635,3,3,0,3,0,71,5.115,46.343,1.7804
150714,RICARDO PALMA,HUAROCHIRÍ,LIMA,35.17,-76.622955,-11.937756,1,1,0,1,0,12,3.531,7.715,2.8433
150715,SAN ANDRES DE TUPICOCHA,HUAROCHIRÍ,LIMA,96.52,-76.458037,-11.988059,1,1,0,1,0,44,2.393,18.064,1.0361
150716,SAN ANTONIO,HUAROCHIRÍ,LIMA,570.34,-76.773539,-11.81665,7,7,0,6,1,43,13.349,15.668,1.2273
150717,SAN BARTOLOME,HUAROCHIRÍ,LIMA,42.68,-76.501314,-11.914093,2,2,0,2,0,53,2.996,15.203,4.686
150718,SAN DAMIAN,HUAROCHIRÍ,LIMA,333.48,-76.33298,-11.964467,2,2,0,2,0,98,8.64,14.456,0.5997
150719,SAN JUAN DE IRIS,HUAROCHIRÍ,LIMA,128.37,-76.469095,-11.718969,1,0,0,1,0,15,7.247,16.687,0.779
150720,SAN JUAN DE TANTARANCHE,HUAROCHIRÍ,LIMA,138.85,-76.156992,-11.992897,2,2,0,2,0,59,6.418,29.581,1.4404
150721,SAN LORENZO DE QUINTI,HUAROCHIRÍ,LIMA,449.94,-76.118825,-12.108923,2,2,0,2,0,181,6.904,41.059,0.4445
150722,SAN MATEO,HUAROCHIRÍ,LIMA,416.67,-76.219008,-11.819783,7,7,0,7,0,86,11.053,17.932,1.68
150723,SAN MATEO DE OTAO,HUAROCHIRÍ,LIMA,134.52,-76.530426,-11.840594,4,4,0,4,0,40,0.504,16.185,2.9735
150724,SAN PEDRO DE CASTA,HUAROCHIRÍ,LIMA,82.39,-76.555208,-11.765104,3,2,0,3,0,14,4.459,20.758,3.6412
150725,SAN PEDRO DE HUANCAYRE,HUAROCHIRÍ,LIMA,39.39,-76.196636,-12.086707,1,1,0,1,0,37,3.193,33.671,2.5387
150726,SANGALLAYA,HUAROCHIRÍ,LIMA,92.59,-76.262705,-12.219143,4,4,0,4,0,48,3.304,43.583,4.3201
150727,SANTA CRUZ DE COCACHACRA,HUAROCHIRÍ,LIMA,33.29,-76.560642,-11.925905,2,2,0,2,0,9,2.777,14.525,6.0078
150728,SANTA EULALIA,HUAROCHIRÍ,LIMA,116.69,-76.649009,-11.858273,3,3,0,3,0,27,4.602,9.732,2.5709
150729,SANTIAGO DE ANCHUCAYA,HUAROCHIRÍ,LIMA,94.79,-76.199601,-12.031918,1,1,0,1,0,26,7.806,28.825,1.055
150730,SANTIAGO DE TUNA,HUAROCHIRÍ,LIMA,62.85,-76.52846,-11.978061,1,1,0,1,0,13,0.701,18.633,1.5911
150731,SANTO DOMINGO DE LOS OLLERO,HUAROCHIRÍ,LIMA,577.77,-76.53622,-12.26131,5,5,0,5,0,59,5.239,40.016,0.8654
150732,SURCO,HUAROCHIRÍ,LIMA,106.83,-76.445361,-11.877109,1,1,0,1,0,74,1.021,7.878,0.9361
150801,HUACHO,HUAURA,LIMA,711.87,-77.492796,-11.271643,79,79,3,23,53,26,10.653,21.367,11.0975
150802,AMBAR,HUAURA,LIMA,942.07,-77.267754,-10.782304,2,2,0,2,0,186,2.895,49.206,0.2123
150803,CALETA DE CARQUIN,HUAURA,LIMA,3.3,-77.620025,-11.087979,2,2,0,2,0,2,0.865,3.047,60.6061
150804,CHECRAS,HUAURA,LIMA,166.95,-76.855493,-10.921693,1,1,0,1,0,28,0.835,69.606,0.599
150805,HUALMAY,HUAURA,LIMA,6.06,-77.606958,-11.092787,6,6,0,3,3,5,0.306,2.288,99.0099
150806,HUAURA,HUAURA,LIMA,481.76,-77.445228,-11.00358,10,10,0,8,2,54,8.057,21.653,2.0757
150807,LEONCIO PRADO,HUAURA,LIMA,294.84,-76.918557,-11.050815,4,4,0,4,0,67,1.675,59.548,1.3567
150808,PACCHO,HUAURA,LIMA,237.55,-76.971823,-10.96586,4,4,0,4,0,62,2.89,65.074,1.6839
150809,SANTA LEONOR,HUAURA,LIMA,374.61,-76.671219,-10.962754,3,3,0,3,0,158,5.327,53.907,0.8008
150810,SANTA MARIA,HUAURA,LIMA,135.59,-77.473265,-11.116152,9,9,0,9,0,37,4.804,14.708,6.6377
150811,SAYAN,HUAURA,LIMA,1314.41,-77.233812,-11.145841,10,10,0,9,1,233,4.673,39.614,0.7608
150812,VEGUETA,HUAURA,LIMA,257.97,-77.604121,-10.950185,8,8,0,7,1,117,8.141,18.067,3.1011
150901,OYON,OYON,LIMA,876.8,-76.757748,-10.669362,11,11,0,9,2,297,1.667,53.917,1.2546
150902,ANDAJES,OYON,LIMA,153.02,-76.927149,-10.777597,1,1,0,1,0,27,2.545,73.108,0.6535
150903,CAUJUL,OYON,LIMA,104.45,-76.986687,-10.756394,1,1,0,1,0,32,5.637,78.694,0.9574
150904,COCHAMARCA,OYON,LIMA,258.6,-77.127919,-10.883539,3,3,0,3,0,35,2.16,58.414,1.1601
150905,NAVAN,OYON,LIMA,230.74,-77.046643,-10.857157,1,1,0,1,0,25,4.085,67.692,0.4334
150906,PACHANGARA,OYON,LIMA,255.17,-76.797559,-10.83786,3,3,0,3,0,45,6.606,60.59,1.1757
151001,YAUYOS,YAUYOS,LIMA,332.23,-75.955103,-12.472564,2,2,0,2,0,71,4.468,81.091,0.602
151002,ALIS,YAUYOS,LIMA,140.65,-75.703968,-12.288787,2,2,0,1,1,39,4.212,57.646,1.422
151003,AYAUCA,YAUYOS,LIMA,517.71,-76.038381,-12.64003,2,2,0,2,0,53,5.415,60.788,0.3863
151004,AYAVIRI,YAUYOS,LIMA,244.73,-76.042286,-12.365459,1,1,0,1,0,45,12.944,68.598,0.4086
151005,AZANGARO,YAUYOS,LIMA,77.41,-75.825566,-13.00908,1,1,0,1,0,96,1.706,55.656,1.2918
151006,CACRA,YAUYOS,LIMA,209.78,-75.747931,-12.766233,2,2,0,2,0,46,5.269,76.642,0.9534
151007,CARANIA,YAUYOS,LIMA,122.01,-75.881643,-12.355862,1,1,0,1,0,28,1.594,76.475,0.8196
151008,CATAHUASI,YAUYOS,LIMA,118.23,-75.882006,-12.742783,1,1,0,1,0,27,6.34,65.382,0.8458
151009,CHOCOS,YAUYOS,LIMA,212.16,-75.924065,-12.922381,1,1,0,1,0,57,6.705,52.281,0.4713
151010,COCHAS,YAUYOS,LIMA,38.09,-76.195899,-12.285833,0,0,0,0,0,15,5.976,53.002,0.0
151011,COLONIA,YAUYOS,LIMA,346.26,-75.845985,-12.584268,1,1,0,1,0,91,7.177,79.45,0.2888
151012,HONGOS,YAUYOS,LIMA,120.98,-75.672827,-12.766495,1,1,0,1,0,18,3.828,74.246,0.8266
151013,HUAMPARA,YAUYOS,LIMA,54.02,-76.190604,-12.354293,1,1,0,1,0,18,2.607,60.266,1.8512
151014,HUANCAYA,YAUYOS,LIMA,277.78,-75.834799,-12.090502,1,1,0,1,0,36,13.106,50.54,0.36
151015,HUANGASCAR,YAUYOS,LIMA,50.03,-75.821851,-12.941557,1,1,0,1,0,58,4.574,62.074,1.9988
151016,HUANTAN,YAUYOS,LIMA,512.98,-75.704097,-12.513063,1,1,0,1,0,88,13.232,71.561,0.1949
151017,HUAÑEC,YAUYOS,LIMA,42.33,-76.079496,-12.274803,1,1,0,1,0,15,7.011,58.007,2.3624
151018,LARAOS,YAUYOS,LIMA,409.33,-75.676203,-12.384493,1,1,0,1,0,88,12.561,60.261,0.2443
151019,LINCHA,YAUYOS,LIMA,218.2,-75.630681,-12.81095,1,1,0,1,0,84,4.139,69.709,0.4583
151020,MADEAN,YAUYOS,LIMA,208.53,-75.698329,-12.961138,1,1,0,1,0,105,5.939,68.518,0.4795
151021,MIRAFLORES,YAUYOS,LIMA,201.81,-75.889224,-12.234633,1,1,0,1,0,36,6.11,66.205,0.4955
151022,OMAS,YAUYOS,LIMA,294.41,-76.250798,-12.476304,1,1,0,1,0,41,15.705,67.747,0.3397
151023,PUTINZA,YAUYOS,LIMA,71.35,-75.922771,-12.666511,1,1,0,1,0,15,2.841,67.151,1.4015
151024,QUINCHES,YAUYOS,LIMA,114.7,-76.091734,-12.311551,1,1,0,1,0,47,5.794,60.692,0.8718
151025,QUINOCAY,YAUYOS,LIMA,157.41,-76.284319,-12.350636,2,2,0,2,0,39,2.695,57.147,1.2706
151026,SAN JOAQUIN,YAUYOS,LIMA,75.74,-76.10565,-12.245933,0,0,0,0,0,27,6.457,53.766,0.0
151027,SAN PEDRO DE PILAS,YAUYOS,LIMA,100.33,-76.186094,-12.492981,1,1,0,1,0,15,14.81,67.786,0.9967
151028,TANTA,YAUYOS,LIMA,345.83,-75.991327,-12.132025,1,1,0,1,0,27,2.777,53.204,0.2892
151029,TAURIPAMPA,YAUYOS,LIMA,530.36,-76.181444,-12.68316,1,1,0,1,0,56,18.619,48.455,0.1886
151030,TOMAS,YAUYOS,LIMA,291.4,-75.70683,-12.163915,2,2,0,2,0,54,9.147,48.488,0.6863
151031,TUPE,YAUYOS,LIMA,290.14,-75.736073,-12.690299,1,1,0,1,0,39,9.773,81.749,0.3447
151032,VIÑAC,YAUYOS,LIMA,156.91,-75.770433,-12.887566,2,2,0,2,0,97,4.872,69.319,1.2746
151033,VITIS,YAUYOS,LIMA,104.47,-75.857556,-12.169437,1,1,0,1,0,21,7.42,58.51,0.9572
160101,IQUITOS,MAYNAS,LORETO,366.51,-73.432823,-3.7823,94,94,7,45,42,21,3.987,20.019,25.6473
160102,ALTO NANAY,MAYNAS,LORETO,14554.29,-74.285671,-3.361645,4,4,0,4,0,59,50.313,121.579,0.0275
160103,FERNANDO LORES,MAYNAS,LORETO,4569.24,-73.114787,-4.279091,12,12,0,12,0,157,12.413,59.141,0.2626
160104,INDIANA,MAYNAS,LORETO,3367.59,-72.856364,-3.829131,7,7,0,7,0,70,26.877,44.743,0.2079
160105,LAS AMAZONAS,MAYNAS,LORETO,6728.2,-72.528979,-3.568141,4,4,0,4,0,85,10.115,81.182,0.0595
160106,MAZAN,MAYNAS,LORETO,10051.45,-73.752104,-2.993969,7,7,0,7,0,82,30.847,98.045,0.0696
160107,NAPO,MAYNAS,LORETO,24158.78,-74.407228,-2.099299,9,9,0,9,0,106,6.023,220.861,0.0373
160108,PUNCHANA,MAYNAS,LORETO,1602.85,-73.454444,-3.538679,38,38,2,20,16,59,5.815,30.533,2.3708
160109,PUTUMAYO    1/,MAYNAS,LORETO,45895.86,-72.664906,-2.08008,0,0,0,0,0,149,40.892,192.351,0.0
160110,TORRES CAUSANA,MAYNAS,LORETO,6914.76,-74.892766,-1.389123,5,5,0,5,0,35,11.853,316.126,0.0723
160112,BELEN,MAYNAS,LORETO,653.43,-73.211973,-3.811536,19,19,0,13,6,60,5.733,7.104,2.9077
160113,SAN JUAN BAUTISTA,MAYNAS,LORETO,3199.9,-73.66582,-4.149041,27,27,0,24,3,96,27.819,62.601,0.8438
160201,YURIMAGUAS,ALTO AMAZONAS,LORETO,2234.64,-76.161587,-5.845854,46,46,1,37,8,142,4.36,8.065,2.0585
160202,BALSAPUERTO,ALTO AMAZONAS,LORETO,3004.82,-76.586708,-5.737687,18,18,0,18,0,99,8.35,55.317,0.599
160203,BARRANCA,DATEM DEL MARAÑON,LORETO,7390.87,-77.110806,-5.021173,0,0,0,0,0,81,15.439,95.855,0.0
160204,CAHUAPANAS,DATEM DEL MARAÑON,LORETO,4785.7,-76.855725,-5.240081,0,0,0,0,0,62,7.787,91.131,0.0
160205,JEBEROS,ALTO AMAZONAS,LORETO,4345.0,-76.204999,-5.296867,4,4,0,4,0,33,8.788,66.866,0.0921
160206,LAGUNAS,ALTO AMAZONAS,LORETO,6056.46,-75.976321,-4.628023,11,11,0,11,0,65,3.83,140.653,0.1816
160207,MANSERICHE,DATEM DEL MARAÑON,LORETO,3570.04,-77.518516,-4.727577,0,0,0,0,0,58,7.385,41.034,0.0
160208,MORONA,DATEM DEL MARAÑON,LORETO,11043.9,-77.373536,-3.678753,0,0,0,0,0,74,6.738,115.677,0.0
160209,PASTAZA,DATEM DEL MARAÑON,LORETO,20888.62,-76.657462,-3.710769,0,0,0,0,0,204,33.553,166.385,0.0
160210,SANTA CRUZ,ALTO AMAZONAS,LORETO,2270.01,-75.749043,-5.658262,7,7,0,7,0,43,8.697,47.358,0.3084
160211,TENIENTE CESAR LOPEZ ROJAS,ALTO AMAZONAS,LORETO,1319.77,-75.822052,-5.987713,8,8,0,8,0,33,6.762,33.16,0.6062
160301,NAUTA,LORETO,LORETO,6758.16,-74.114246,-4.442761,12,12,0,10,2,188,16.883,121.575,0.1776
160302,PARINARI   3/,LORETO,LORETO,13212.45,-74.863327,-5.038905,4,4,0,4,0,61,31.837,167.002,0.0303
160303,TIGRE,LORETO,LORETO,20113.78,-75.265325,-2.943417,9,9,0,9,0,88,10.205,239.723,0.0447
160304,TROMPETEROS,LORETO,LORETO,12565.55,-75.837133,-3.196199,19,19,0,19,0,68,20.84,273.635,0.1512
160305,URARINAS  4/,LORETO,LORETO,15765.84,-75.484846,-4.274831,10,10,0,10,0,159,8.917,191.754,0.0634
160401,RAMON CASTILLA,MARISCAL RAMON CASTILLA,LORETO,6889.45,-70.835981,-3.677668,10,10,0,8,2,103,27.486,267.808,0.1451
160402,PEBAS,MARISCAL RAMON CASTILLA,LORETO,11254.51,-71.964637,-3.432671,8,8,0,8,0,87,11.313,145.688,0.0711
160403,YAVARÍ,MARISCAL RAMON CASTILLA,LORETO,14369.61,-72.031153,-4.477367,5,5,0,5,0,82,17.873,157.134,0.0348
160404,SAN PABLO,MARISCAL RAMON CASTILLA,LORETO,5099.11,-71.338928,-3.866761,5,5,0,5,0,56,8.233,212.398,0.0981
160501,REQUENA,REQUENA,LORETO,3072.98,-73.882373,-5.328191,6,5,0,5,1,62,10.22,186.617,0.1953
160502,ALTO TAPICHE,REQUENA,LORETO,9062.12,-74.189486,-6.818093,3,3,0,3,0,30,24.094,176.413,0.0331
160503,CAPELO,REQUENA,LORETO,800.61,-74.12691,-5.366362,2,2,0,2,0,16,5.433,202.046,0.2498
160504,EMILIO SAN MARTIN,REQUENA,LORETO,4637.74,-74.453854,-6.201055,2,2,0,2,0,52,33.862,186.017,0.0431
160505,MAQUIA,REQUENA,LORETO,4891.58,-74.729424,-6.384845,10,10,0,10,0,66,7.593,161.754,0.2044
160506,PUINAHUA,REQUENA,LORETO,6281.52,-74.886112,-5.644776,4,4,0,4,0,24,22.81,137.887,0.0637
160507,SAQUENA,REQUENA,LORETO,2595.49,-73.405086,-4.797923,4,4,0,4,0,22,16.338,115.693,0.1541
160508,SOPLIN,REQUENA,LORETO,4696.35,-73.750694,-6.326849,2,2,0,2,0,14,14.05,242.477,0.0426
160509,TAPICHE,REQUENA,LORETO,2090.12,-73.993579,-5.991941,2,2,0,2,0,16,10.568,234.121,0.0957
160510,JENARO HERRERA,REQUENA,LORETO,1160.08,-73.698352,-4.996156,1,1,0,1,0,24,10.751,145.034,0.0862
160511,YAQUERANA    2/,REQUENA,LORETO,11049.24,-73.344298,-5.751262,2,2,0,2,0,22,27.101,220.125,0.0181
160601,CONTAMANA,UCAYALI,LORETO,11002.54,-75.348916,-7.781,12,12,0,12,0,109,7.677,108.183,0.1091
160602,INAHUAYA,UCAYALI,LORETO,629.7,-75.29983,-7.040893,2,2,0,2,0,8,9.066,130.717,0.3176
160603,PADRE MARQUEZ,UCAYALI,LORETO,2434.92,-74.914241,-7.879426,6,5,0,6,0,38,10.965,67.502,0.2464
160604,PAMPA HERMOSA,UCAYALI,LORETO,7471.99,-75.769647,-7.30253,3,3,0,3,0,31,33.91,93.865,0.0401
160605,SARAYACU,UCAYALI,LORETO,6244.46,-75.185809,-6.390524,13,13,0,13,0,97,4.27,115.74,0.2082
160606,VARGAS GUERRA,UCAYALI,LORETO,1896.75,-75.094339,-6.931948,1,1,0,1,0,32,7.355,146.838,0.0527
170101,TAMBOPATA,TAMBOPATA,MADRE DE DIOS,20838.57,-70.285722,-12.050994,81,81,2,27,52,70,64.185,112.473,0.3887
170102,INAMBARI,TAMBOPATA,MADRE DE DIOS,4881.6,-69.938724,-12.976759,13,13,0,13,0,36,22.778,91.833,0.2663
170103,LAS PIEDRAS,TAMBOPATA,MADRE DE DIOS,7803.9,-69.539267,-12.00456,11,11,0,11,0,76,6.366,66.024,0.141
170104,LABERINTO,TAMBOPATA,MADRE DE DIOS,2696.0,-69.923551,-12.513606,8,8,0,8,0,34,13.688,79.432,0.2967
170201,MANU,MANU,MADRE DE DIOS,8718.04,-71.518207,-12.361887,7,7,0,7,0,35,43.545,137.119,0.0803
170202,FITZCARRALD,MANU,MADRE DE DIOS,10684.44,-71.634703,-11.850756,4,4,0,4,0,15,13.361,160.651,0.0374
170203,MADRE DE DIOS,MANU,MADRE DE DIOS,7882.37,-70.674885,-12.629317,9,9,0,9,0,43,15.475,161.011,0.1142
170204,HUEPETUHE,MANU,MADRE DE DIOS,1530.49,-70.652004,-13.003202,6,6,0,6,0,27,6.961,120.965,0.392
170301,IÑAPARI,TAHUAMANU,MADRE DE DIOS,13885.31,-70.649348,-10.965605,4,4,0,4,0,7,97.803,136.612,0.0288
170302,IBERIA,TAHUAMANU,MADRE DE DIOS,2603.98,-69.679159,-11.435094,7,7,1,6,0,19,13.376,21.149,0.2688
170303,TAHUAMANU,TAHUAMANU,MADRE DE DIOS,3540.74,-69.531669,-11.679861,7,7,0,7,0,11,30.108,30.108,0.1977
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,3958.34,-71.061269,-17.229151,35,35,2,29,4,128,9.027,12.105,0.8842
180102,CARUMAS,MARISCAL NIETO,MOQUEGUA,2275.74,-70.371221,-16.72845,4,4,0,4,0,417,17.406,79.566,0.1758
180103,CUCHUMBAYA,MARISCAL NIETO,MOQUEGUA,69.16,-70.667625,-16.768657,3,3,0,3,0,22,2.138,55.367,4.3378
180104,SAMEGUA,MARISCAL NIETO,MOQUEGUA,64.86,-70.852597,-17.156678,3,3,0,3,0,32,3.354,9.981,4.6253
180105,SAN CRISTOBAL,MARISCAL NIETO,MOQUEGUA,541.92,-70.644625,-16.663397,4,4,0,4,0,68,7.27,66.738,0.7381
180106,TORATA,MARISCAL NIETO,MOQUEGUA,1776.57,-70.738325,-16.998148,6,6,1,5,0,150,16.466,30.455,0.3377
180201,OMATE,GRAL.SANCHEZ CERRO,MOQUEGUA,256.31,-70.962989,-16.646627,3,3,0,3,0,48,0.255,60.777,1.1705
180202,CHOJATA,GRAL.SANCHEZ CERRO,MOQUEGUA,862.48,-70.571223,-16.457041,2,2,0,2,0,111,15.542,89.18,0.2319
180203,COALAQUE,GRAL.SANCHEZ CERRO,MOQUEGUA,245.48,-71.046086,-16.575791,2,2,0,2,0,38,5.777,53.525,0.8147
180204,ICHUÑA,GRAL.SANCHEZ CERRO,MOQUEGUA,1003.87,-70.494759,-16.188213,4,4,0,4,0,308,5.927,63.588,0.3985
180205,LA CAPILLA,GRAL.SANCHEZ CERRO,MOQUEGUA,782.2,-71.293972,-16.826016,2,2,0,2,0,64,8.371,52.098,0.2557
180206,LLOQUE,GRAL.SANCHEZ CERRO,MOQUEGUA,256.46,-70.627233,-16.30358,1,1,0,1,0,45,12.156,82.529,0.3899
180207,MATALAQUE,GRAL.SANCHEZ CERRO,MOQUEGUA,564.65,-70.836568,-16.528659,2,2,0,2,0,52,5.275,73.682,0.3542
180208,PUQUINA,GRAL.SANCHEZ CERRO,MOQUEGUA,595.81,-71.157282,-16.628262,4,4,0,4,0,85,3.117,45.596,0.6714
180209,QUINISTAQUILLAS,GRAL.SANCHEZ CERRO,MOQUEGUA,195.39,-70.879819,-16.7042,1,1,0,1,0,23,4.904,54.79,0.5118
180210,UBINAS,GRAL.SANCHEZ CERRO,MOQUEGUA,883.39,-70.805099,-16.217463,5,5,0,5,0,150,8.88,78.406,0.566
180211,YUNGA,GRAL.SANCHEZ CERRO,MOQUEGUA,111.24,-70.660013,-16.227606,1,1,0,1,0,28,4.279,80.779,0.899
180301,ILO,ILO,MOQUEGUA,293.82,-71.21695,-17.71417,23,23,2,19,2,7,13.942,14.433,7.8279
180302,EL ALGARROBAL,ILO,MOQUEGUA,736.49,-71.141548,-17.58305,1,1,0,1,0,57,21.208,22.241,0.1358
180303,PACOCHA,ILO,MOQUEGUA,333.14,-71.359489,-17.439424,2,2,1,1,0,18,18.873,22.547,0.6003
190101,CHAUPIMARCA,PASCO,PASCO,15.54,-76.246589,-10.701169,7,7,0,6,1,11,1.096,2.235,45.045
190102,HUACHON,PASCO,PASCO,828.22,-75.785497,-10.574253,4,4,0,4,0,100,6.413,41.909,0.483
190103,HUARIACA,PASCO,PASCO,123.1,-76.154115,-10.451772,4,4,1,3,0,87,2.662,26.22,3.2494
190104,HUAYLLAY,PASCO,PASCO,1017.65,-76.425486,-10.951959,11,11,0,11,0,395,4.183,34.212,1.0809
190105,NINACACA,PASCO,PASCO,538.11,-76.0601,-10.792011,5,5,0,5,0,141,8.815,24.897,0.9292
190106,PALLANCHACRA,PASCO,PASCO,72.58,-76.251461,-10.422155,7,7,0,7,0,51,2.067,27.116,9.6445
190107,PAUCARTAMBO,PASCO,PASCO,793.15,-75.773349,-10.75891,10,10,0,10,0,194,4.402,45.318,1.2608
190108,SAN FCO.DE ASIS DE YARUSYAC,PASCO,PASCO,120.17,-76.228312,-10.552704,12,12,0,12,0,118,1.075,12.982,9.9859
190109,SIMON BOLIVAR,PASCO,PASCO,690.93,-76.416807,-10.72653,9,9,1,8,0,283,6.936,17.17,1.3026
190110,TICLACAYAN,PASCO,PASCO,713.84,-76.033757,-10.553637,7,7,0,7,0,212,10.289,27.168,0.9806
190111,TINYAHUARCO,PASCO,PASCO,96.11,-76.248391,-10.760548,6,6,0,6,0,39,1.799,8.184,6.2428
190112,VICCO,PASCO,PASCO,171.36,-76.233229,-10.863965,3,3,0,3,0,74,2.976,19.737,1.7507
190113,YANACANCHA,PASCO,PASCO,157.68,-76.194277,-10.643424,23,23,2,19,2,92,3.226,7.037,14.5865
190201,YANAHUANCA,DANIEL ALCIDES CARRION,PASCO,741.07,-76.572466,-10.562893,26,26,0,26,0,568,2.917,36.285,3.5084
